X;Y;Z;idstation;nom;adresse1;adresse2;commune;numdansarr;nbbornette;stationbon;pole;ouverte;achevement;gid;code_insee
4.84097162335524;45.7791985052923;0;4012;Place Adrien Godien;Place Adrien Godien;angle Montée de la Boucle;Lyon 4 ème;12;19;Non;maillage;Oui;;160;69384
4.82049165189462;45.7774098919917;0;4014;Philippe de Lassalle / Pillement;Rue Philippe de Lassalle;angle rue Pillement;Lyon 4 ème;14;13;Oui;maillage;Oui;;161;69384
4.83250103015313;45.7760630269016;0;4022;Place de la Croix-Rousse;Place de la Croix-Rousse;A proximité de la Grande Rue;Lyon 4 ème;22;21;Oui;Place de le Croix-Rousse, commerces, Métro;Oui;;162;69384
4.83832009570619;45.7537580751361;0;7034;Piscine du Rhône;Quai Claude Bernard;;Lyon 7 ème;34;15;Non;Piscine du Rhône;Oui;;163;69387
4.83428468409375;45.7670912565432;0;1021;Terreaux / Beaux Arts;8, Rue Président Edouard Herriot;;Lyon 1 er;21;11;Non;Palais des Beaux Arts;Oui;;164;69381
4.83288970828215;45.7660886007657;0;1005;Meissonier;Place Meissonier;Angle sud-est de la place;Lyon 1 er;5;10;Non;maillage;Oui;;165;69381
4.81894553443225;45.7333902949857;0;2020;Musée des Confluences;Pont Raymond Barre;Parvis du Musée des Confluences;Lyon 2 ème;20;20;Non;Musée des Confluences;Oui;;166;69382
4.9044888457893;45.7804458217109;0;10119;Villeurbanne Saint Jean;2, Rue des Acacias;;VILLEURBANNE;119;12;Non;Collège Jean Vilar;Oui;;167;69266
4.87599030566845;45.7483920031766;0;3050;Friche RVI;5 rue Félix Rollet;;Lyon 3 ème;50;20;;ancienne friche RVI;Non;Monté;168;69383
4.82463490877529;45.769662873625;0;1024;Rouville;Place Rouville;;Lyon 1 er;24;17;Non;Lycée Diderot, clinique Saint Charles;Oui;;169;69381
4.86308624982863;45.7606085556441;0;3104;;Rue Maurice Flandin;Place de Francfort;Lyon 3 ème;104;28;;Gare routière de Lyon Part-Dieu;Non;Monté;170;69383
4.84052316511319;45.7485188802541;0;7024;Bancel / Chevreul;Rue Bancel;;Lyon 7 ème;24;16;Non;Itinéraire cyclable;Oui;;171;69387
4.82622334799577;45.757874600776;0;5040;Place Crépu;127 quai Fulchiron;;Lyon 5 ème;40;20;Non;Vieux Lyon, Parking;Oui;;172;69385
4.83207161138638;45.7599398325897;0;2013;Célestins;Place des Célestins;Côté nord de la place, vers l'ascenseur;Lyon 2 ème;13;22;Non;théâtre;Oui;;173;69382
4.82019992203974;45.7665500379901;0;5041;L'Homme de la Roche;56, Quai Pierre Scize;;Lyon 5 ème;41;21;Non;Itinéraire cyclable, commerces, coeur de quartier;Oui;;174;69385
4.88896457239721;45.7453145927334;0;3089;Trarieux / Lacassagne;221 avenue Lacassagne;;Lyon 3 ème;89;24;Non;Ecole d'infirmière;Oui;;175;69383
4.88141900631866;45.7253335569204;0;8061;Stade Vuillermet;184 avenue Paul Santy;;Lyon 8 ème;61;18;Non;Stade, commerces;Oui;;176;69388
4.83428785025813;45.7607457804815;0;2014;Jacobins;6 rue Jean de Tournes;;Lyon 2 ème;14;16;Non;Coeur quartier, commerces, site;Oui;;177;69382
4.90566388974862;45.7540979307099;0;10115;Place d'Espagne / Stade Kruger;143, Avenue Paul Kruger;;VILLEURBANNE;115;22;Non;Stade;Oui;;178;69266
4.89233360718211;45.7645636665294;0;10117;La Pérralière;171 rue Léon Blum;;VILLEURBANNE;117;22;Non;Centre de quartier, commerces;Oui;;179;69266
4.83301108468594;45.7544732763091;0;2041;Sala/Charité;Rue Sala;;Lyon 2 ème;41;16;Non;Centre-ville;Oui;;180;69382
4.91464300868463;45.7520997282193;0;10016;Place de la paix;10 place de la Paix;;VILLEURBANNE;16;17;Non;Maillage, espace public, centre quartier;Oui;;181;69266
4.82762170447115;45.7682183165922;0;1013;Martinière;Rue de la Martinière;Au niveau de la place Saint Vincent;Lyon 1 er;13;11;Non;Maillage;Oui;;182;69381
4.8142456674237;45.770389430222;0;1007;Conservatoire bis;1, Quai Joseph Gillet;;Lyon 1 er;1;22;Non;Conservatoire, logements;Non;;183;69381
4.86313272236022;45.7702267691494;0;10006;Charpennes;Place Charles Hernu;;VILLEURBANNE;6;32;Non;métro A B, tram, centre quartier, itinéraire cyclable;Oui;;184;69266
4.82964894792985;45.7530798612445;0;2038;Remparts d'Ainay;16 rue des Remparts d'Ainay;Angle Victor Hugo;Lyon 2 ème;38;16;Non;;Oui;;185;69382
4.82063516798459;45.7925672653458;0;9041;Carret / Sédaillan;30 quai Paul Sédaillan;;Lyon 9 ème;41;18;Non;Activités, logement, maillage;Oui;;186;69389
4.82908444349794;45.7973912412806;0;9008;L'Ile Barbe;3 quai Paul Sédallian;;Lyon 9 ème;8;16;Non;Mairie annexe, Ile Barbe, coeur quartier, Poste, commerces;Oui;;187;69389
4.82060004612759;45.7817001067679;0;4042;Grégory Coupet;79, rue Philippe De Lassalle;;Lyon 4 ème;42;16;Oui;Stade;Oui;;188;69384
4.91080670866867;45.7579070732361;0;10114;Bel Air / Les Brosses;Avenue de Bel Air;;VILLEURBANNE;114;20;Non;Tramway, piste cyclable;Oui;;189;69266
4.83281500876046;45.7743716157555;0;1036;Aveyron;44 Bd de la Croix Rousse;;Lyon 1 er;36;17;Oui;Ecole, renforcement 4022;Oui;;190;69381
4.83506254529141;45.7755023590486;0;4041;Boussange / Austerlitz;17 rue d'Austerlitz;;Lyon 4 ème;41;18;Oui;Renforcement 4022, commerces;Oui;;191;69384
4.83791179292647;45.7722014692572;0;1035;Quai Lassagne;3 quai André Lassagne;;Lyon 1 er;35;16;Non;Maillage;Oui;;192;69381
4.85561542792082;45.7848557405431;0;6042;Cité Internationale / Résidence hôtelière;Allée Achille Lignon;;Lyon 6 ème;42;28;Non;Amphithéâtre, bureaux, résidence hôtelière;Oui;;193;69386
4.85963914713868;45.7846110498866;0;6041;Cité Internationale / Tête d'Or nord;Allée Achille Lignon;;Lyon 6 ème;41;22;Non;Parc, Amphithéâtre;Oui;;194;69386
4.85907055673834;45.7684122613765;0;6008;Place Jules Ferry;17 place Jules Ferry;;Lyon 6 ème;8;20;Non;Métro, parking, place, restaurants;Oui;;195;69386
4.86149658594011;45.7577645564235;0;3094;Villette;74 rue de la Villette;;Lyon 3 ème;94;30;Non;Etablissements publics, bureaux;Oui;;196;69383
4.86544165919535;45.7569549747275;0;3099;Place Sainte Anne;2 place Saint Anne;;Lyon 3 ème;99;18;Non;Coeur de quartier, commerces;Oui;;197;69383
4.8687997143612;45.7528170009403;0;3100;Sisley / Dauphiné;4 rue Paul Sisley;;Lyon 3 ème;100;17;Non;Jardin public, tramway;Oui;;198;69383
4.86209227820075;45.7659879833824;0;6016;Viabert / Thiers;Rue de la Viabert;angle avenue Thiers;Lyon 6 ème;16;16;Non;tram, itinéraire cyclable;Oui;;199;69386
4.8437425783907;45.7637499956122;0;6031;Lafayette / Corneille;Rue Corneille;angle rue Lafayette;Lyon 6 ème;31;13;Non;maillage;Oui;;200;69386
4.85294425479412;45.7495553441339;0;7038;Place Stalingard;;;Lyon 7 ème;38;13;Non;maillage;Oui;;201;69387
4.78820051195654;45.7546470827688;0;5031;Ménival / J. Curie;Rue Joliot Curie;;Lyon 5 ème;31;20;Oui;Maillage;Oui;;202;69385
4.86839504019714;45.7578296698746;0;3085;Sacré Coeur;rue Charial;;Lyon 3 ème;85;16;Non;Gymnase, piscine, lycée, jardin public, sacré coeur;Oui;;203;69383
4.8178899295525;45.7754224668985;0;4025;Chazière;25, Rue Chazière;;Lyon 4 ème;25;20;Oui;Parc Cerisaie, habitations;Oui;;204;69384
4.81981665742037;45.7678957694769;0;1006;Subsistances;14 quai Saint Vincent;;Lyon 1 er;6;22;Non;Les Subsistances;Oui;;205;69381
4.83391613003068;45.7316777209813;0;7005;Debourg;259 av. Jean Jaurès;Angle avenue Debourg;Lyon 7 ème;5;20;Non;Métro B, ENS lettres, bibliothèque;Oui;;206;69387
4.81856028667253;45.7881700188237;0;4024;Lyon Métropole;Face au 84, quai Joseph Gillet;150 mètres au sud de la rue du Bois de la Caille;Lyon 4 ème;24;25;Non;;Oui;;207;69384
4.8598633397749;45.7537994582273;0;3036;Félix Faure / Vivier Merle;Face au 106 avenue Félix Faure;;Lyon 3 ème;36;35;Non;;Oui;;208;69383
4.81069860664111;45.7781720674197;0;4023;Pont Mazaryk;Face 45, Quai Joseph Gillet;;Lyon 4 ème;23;22;Non;;Oui;;209;69384
4.82805150135516;45.7500996433261;0;2004;Perrache / Carnot;Place Carnot;Coté Sud/Est de la Place en face N°16;Lyon 2 ème;4;18;Non;;Oui;;210;69382
4.85118994206162;45.7459623999943;0;7052;Parc Blandan;Rue du Repos (entrée parc Blandan);;Lyon 7 ème;25;25;Non;Parc Sergent Blandan;Oui;;211;69387
4.82359702396374;45.791670182604;0;11003;La Rochette;Place de la Rochette;;CALUIRE-ET-CUIRE;3;20;Non;;Oui;;212;69034
4.8134162571604;45.7746311098017;0;4026;Birmingham;Avenue de Birmingham;;Lyon 4 ème;26;20;Non;;Oui;;213;69384
4.86346591659575;45.7542631708599;0;3066;Kimmerling / Faure;139 avenue Faure;;Lyon 3 ème;66;20;Non;Bureaux, habitat, collège;Oui;;214;69383
4.85754639852135;45.7548339947211;0;3103;Place Danton;4 place Danton;;Lyon 3 ème;103;18;Non;Commerces, bureau;Oui;;215;69383
4.84510859535539;45.7576229228584;0;3082;Place Bahadourian;164 rue Corneille;;Lyon 3 ème;82;18;Non;Coeur de quartier, DDE;Oui;;216;69383
4.90621033310645;45.7606109098072;0;10116;Blum / Faÿs;171 rue Léon Blum;;VILLEURBANNE;116;17;Non;Square, commerces, lycée technique;Non;;217;69266
4.9005991607434;45.767153312728;0;10118;Voyant / Chambord;92 rue Voyant;;VILLEURBANNE;118;22;Non;Commerces, centre social;Oui;;218;69266
4.84636322005333;45.7525730643619;0;7008;Jean Jaurès / Guillotière;avenue Jean Jaurès;angle rue de la Guillotière;Lyon 7 ème;8;10;Non;maillage;Oui;;219;69387
4.87424491377513;45.731756154042;0;8060;Santy / Beauvisage;9 rue Pierre Verger;;Lyon 8 ème;60;22;Non;Maillage;Oui;;220;69388
4.86225781965823;45.7703330438207;0;10111;Charles Hernu;95, Cours Vitton;;VILLEURBANNE;111;16;Non;Métro, Tram;Oui;;221;69266
4.79916034097263;45.7893151875845;0;9052;Balmont;332 bd de Balmont;;Lyon 9 ème;52;12;Oui;Commerces;Oui;;222;69389
4.87127311041049;45.7835136793199;0;10084;Doua / Avenue des Arts;2, Avenue des Arts;;VILLEURBANNE;84;30;Non;Campus de la Doua;Oui;;223;69266
4.87740423257663;45.7844851872384;0;10103;DOUA / Rue des sports;Rue des Arts;;VILLEURBANNE;103;30;Non;Tennis, stade, piscine;Oui;;224;69266
4.87132691289157;45.780944479741;0;10102;DOUA / Gaston Berger;Avenue Gaston Berger;;VILLEURBANNE;102;30;Non;Tramway, itinéraires cyclabels, amphis;Oui;;225;69266
4.8824104015349;45.7856324623545;0;10001;IUT/ Feyssine;Rue de la Technologie;;VILLEURBANNE;1;30;Non;IUT, tramway;Oui;;226;69266
4.88028987133402;45.7754259915471;0;10080;Vaillant/Perroncel;Rue Alexis Perroncel;;VILLEURBANNE;80;17;Non;Maillage, itinéraire cyclable;Oui;;227;69266
4.88534891893802;45.7544402430766;0;10112;Place de la Reconnaissance;109 route de Genas;;VILLEURBANNE;112;32;Non;MJC, espace public, maillage;Oui;;228;69266
4.90069696832092;45.7606037573682;0;10087;Baratin;76 rue Pierre Baratin;;VILLEURBANNE;87;12;Non;Terrain de sport, quartier;Oui;;229;69266
4.89870314279624;45.7660587436589;0;10088;4 août 1789 / Pressensé;243, Cours Emile Zola;;VILLEURBANNE;88;19;Non;maillage;Oui;;230;69266
4.88424428577284;45.7778649152536;0;10083;Château Gaillard / Bienvenus;Face 31, Rue des Bienvenus;;VILLEURBANNE;83;15;Non;;Oui;;231;69266
4.90047953036513;45.7631587956906;0;10035;Boiron Grangé;angle rue Baratin/rue réguillon;;VILLEURBANNE;35;16;Non;stade, complexe sportif Boiron Grangé;Oui;;232;69266
4.87433130874712;45.7794737729051;0;10101;Einstein / 11 novembre 1918;Bd 11 nov 1918;;VILLEURBANNE;101;34;Non;résidence étudiante, maillage;Oui;;233;69266
4.84201296191759;45.7467590796927;0;7055;Servant / Jaboulay;30 rue Renan;;Lyon 7 ème;55;16;Non;Métro B, future halte TER, coeur quartier, mairie;Oui;;234;69387
4.90981821970444;45.7651240553554;0;10014;Gare Laurent Bonnevay;Rue du Sytral;;VILLEURBANNE;14;29;Non;Gare, métro;Oui;;235;69266
4.88803874087978;45.7747507993117;0;10091;Château Gaillard / Fort;rue louis fort;;VILLEURBANNE;91;16;Non;maillage;Oui;;236;69266
4.87405232669433;45.7744984646734;0;10089;Colin /Ottavi;22, Rue colin;;VILLEURBANNE;89;15;Non;Commerces, Itinéraire Cyclable;Oui;;237;69266
4.79561061526967;45.7496868148719;0;5036;La Salette;Rue Commandant Charcot;;Lyon 5 ème;36;15;Oui;Habitations, commerces;Oui;;238;69385
4.86290216902877;45.779408313608;0;10053;Rossellini / 11 Novembre;29, Boulevard du 11 Novembre 1918;;VILLEURBANNE;53;20;Non;BRGM, ENSSIB;Oui;;239;69266
4.88270812074218;45.7595776564179;0;10110;Mémoire & Société;Rue Hauy;;VILLEURBANNE;110;18;Non;Mémoire et société, itinéraire cyclable;Oui;;240;69266
4.92060394568861;45.7608131946829;0;12001;La Soie;Rue de la Poudrette;;VAULX-EN-VELIN;1;25;Non;Pôle multimodal de la Soie;Oui;;241;69256
4.80950447440039;45.7738337453507;0;9032;Place Port Mouton;Place Port Mouton;Quai Arloing;Lyon 9 ème;32;18;Non;;Oui;;242;69389
4.84049913754249;45.7571997023265;0;3097;Augagneur / Fosse aux Ours;28 quai Augagneur;;Lyon 3 ème;97;16;Non;Commerces, quartier, point nodal (Guillotière, 7e,;Oui;;243;69383
4.79707090233101;45.7865247393491;0;9051;Andréi Sakharov;301 avenue A.Sakharov;;Lyon 9 ème;51;12;Oui;Stade, lycée;Oui;;244;69389
4.83425102400814;45.7432217977239;0;7030;Quartier Général Frère;31 boulevard Yves Farge;;Lyon 7 ème;30;30;Non;Parc d'activités, logement, projet cyclable;Oui;;245;69387
4.852215476118;45.7847362580234;0;6043;Cité Internationale - Cinéma;80 Quai Charles de Gaulle;;Lyon 6 ème;43;32;Non;Cinémas, commerces;Oui;;246;69386
4.83371342158913;45.7857755308468;0;11001;Gare de Cuire;2 rue Claude Baudrand;;CALUIRE-ET-CUIRE;1;18;Oui;Métro, centre quartier;Oui;;247;69034
4.84830364350925;45.7857298743381;0;11002;Saint Clair;49 cours Aristide Briand;;CALUIRE-ET-CUIRE;2;20;Non;Commerces, centre de quartier;Oui;;248;69034
4.86514153673672;45.7322180106597;0;8029;Etats Unis / Lévigne;79 boulevard des Etats-Unis;Angle Lévigne / Etats-Unis;Lyon 8 ème;29;20;Non;Commerce, habitat, école, tramway T4;Oui;;249;69388
4.85757303141421;45.7598976512354;0;3010;Part Dieu / Cuirassier;Rue des Cuirassiers;angle Rue Bouchut;Lyon 3 ème;10;59;Non;centre commercial, bibliothèque de la Part-Dieu;Non;;250;69383
4.8595210870363;45.7399270587135;0;8010;Place Mendès France;93 av de l'Europe;;Lyon 8 ème;10;20;Non;Tramway, place, Commerces;Oui;;251;69388
4.88808581013605;45.7404830910259;0;3071;BioParc;60 avenue Rockefeller;;Lyon 3 ème;71;20;Non;Pôle d'habitation, Bio Parc, Faculté de Médecine;Oui;;252;69383
4.84030738862286;45.7398132348897;0;7031;Jaurès / Gerland;45 rue Gerland;;Lyon 7 ème;31;20;Non;Foyer étudiant, centre de formation;Oui;;253;69387
4.85897382063673;45.7668552367471;0;6001;Gare des Brotteaux;Place Jules Ferry;;Lyon 6 ème;1;16;Non;Places Jules Ferry, Métro B, Parking, restaurants;Oui;;254;69386
4.87967328130042;45.7783682080049;0;10008;Salengro / Vaillant;rue Roger salengro;;VILLEURBANNE;8;24;Non;centre quartier, itinéraire cyclable;Oui;;255;69266
4.82355874268127;45.7279604510332;0;7049;Cité Scolaire Internationale;26, Avenue Tony Garnier;;Lyon 7 ème;49;25;Non;;Oui;;256;69387
4.88926855741309;45.7536448445955;0;3013;Place Antoinette;Place Antoinette;Angle rue Antoinette et cours Richard;Lyon 3 ème;13;21;Non;coeur de quartier;Oui;;257;69383
4.88688030871153;45.7381400560295;0;8003;Claude Bernard Lyon I;rue Guillaume Paradin;devant entrée de la fac;Lyon 8 ème;3;16;Non;faculté de médecine, métro;Oui;;258;69388
4.91927578594737;45.7644003130588;0;12002;Poudrette la Soie;Face 2 rue de la Poudrette;;VAULX-EN-VELIN;70;20;Non;Centre commercial Carré de Soie;Oui;Monté;259;69256
4.87083165476878;45.724716265505;0;8041;Etats-Unis / Viviani;170 boulevard des Etats-Unis angle avenue Viviani dir. vénissieux;;Lyon 8 ème;41;20;Non;;Oui;Monté;260;69388
4.8191795184368;45.7405383152039;0;2005;Confluence Hôtel de Région;101, Cours Charlemagne;;Lyon 2 ème;5;32;Non;Hôtel de Région - Tram Montrochet - Pôle de loisirs;Oui;;261;69382
4.85053697145967;45.7426537617283;0;7023;Berthelot / Route de Vienne;route de Vienne;angle avenue Berthelot;Lyon 7 ème;23;15;Non;tram;Oui;;262;69387
4.81143304483125;45.7833410356924;0;9014;Quai du Commerce;12 quai Commerce;entre la rue Dupont et la rue bourget => centre;Lyon 9 ème;14;23;Non;itinéraires cyclables;Oui;;263;69389
4.83475200471111;45.7494176952947;0;7033;St Luc / St Joseph;Quai Claude Bernard;Sur le quai haut;Lyon 7 ème;33;28;Non;Tramway, hôpital;Oui;;264;69387
4.87813090555283;45.7386678839509;0;8058;Longefer / Kruger;10 rue Paul Kruger;;Lyon 8 ème;58;16;Non;Maillage;Oui;;265;69388
4.86290448888407;45.7340324956484;0;8037;Cazeneuve;Rue Paul Cazeneuve;;Lyon 8 ème;37;19;Non;Quartier d'habitation;Oui;;266;69388
4.8601437036179;45.7470967140947;0;8052;Clinique Montplaisir;2 avenue des Frères Lumière;;Lyon 8 ème;52;16;Non;Clinique, renforcement 8001;Oui;;267;69388
4.80456661725123;45.7797436570845;0;9004;Gare de Vaise;rue du 24 Mars 1852;face entrée gare;Lyon 9 ème;4;22;Non;Gare, métro D;Oui;;268;69389
4.84152208930028;45.7439256046218;0;7022;Jaurès / Lagrange;105 av. jean Jaurès;;Lyon 7 ème;22;30;Non;Piste cyclable, commerces;Oui;;269;69387
4.79452530849956;45.7836371650548;0;9050;Allée de l'Europe;228 avenue du Plateau;;Lyon 9 ème;50;12;Oui;Commerces, poste, mairie, cpam, marché;Oui;;270;69389
4.8550066229888;45.7629790120815;0;3003;Part Dieu / Deruelle;Boulevard Eugène Deruelle;Face rue Masséna, entrée centre commercia;Lyon 3 ème;3;20;Non;centre commercial;Oui;;271;69383
4.85230976495791;45.7627413113399;0;3087;Part-Dieu / Garibaldi;4 Bd Eugène Deruelle;;Lyon 3 ème;87;20;Non;Centre Commercial, bureaux, renforcement 2-003;Oui;;272;69383
4.86396149382557;45.7528916537812;0;3067;Hachette;Rue Jean Renoir;;Lyon 3 ème;67;15;Non;CES, logements;Oui;;273;69383
4.85396375719057;45.7297266956309;0;8020;Moulin à Vent;Angle rue du Moulin à Vent / route de Vienne;;Lyon 8 ème;20;20;Non;Commerces, itinéraire cyclable, coeur de quartier;Non;;274;69388
4.8626475813298;45.7762210147081;0;10004;Tonkin;Rue Salvador Allende;Angle avenue du Lys Orangé, au pied de la;VILLEURBANNE;4;10;Non;centre quartier, itinéraire cyclable;Oui;;275;69266
4.81144121742037;45.786508444362;0;9042;Vaise Docks;En face du 50 rue des Docks;;Lyon 9 ème;42;19;Non;Complexe cinéma Pathé;Oui;Monté;276;69389
4.81581631155686;45.7433919749566;0;2010;Confluence Darse;Allée Andrée Mure;;Lyon 2 ème;10;22;Non;;Oui;;277;69382
4.89996521942795;45.7571560146472;0;10032;Primat / Decorps;Angle rue Emile Decorps / Rue Max Barel;;VILLEURBANNE;32;16;Non;Pôle Pixel;Oui;Monté;278;69266
4.8150739633739;45.7396075027989;0;2009;Confluence Les Docks;Sur l'esplanade entre la rue Hrant Dink et le 40 quai Rambaud;;Lyon 2 ème;9;26;Non;Confluence - Les Docks;Oui;Monté;279;69382
4.85792503006306;45.750253311906;0;3009;Musée Africain;133, 137 Cours Gambetta;;Lyon 3 ème;9;22;Non;Université Jean Moulin, musée africain, commerces;Oui;;280;69383
4.82698432330627;45.7670444714525;0;5029;Place Gerson;Place Gerson;A proximité du Quai Pierre Size;Lyon 5 ème;29;20;Non;Vieux Lyon;Oui;;281;69385
4.83407651541315;45.7587390821938;0;2024;République / Maupin;Rue Maupin;Entre Herriot et République;Lyon 2 ème;24;15;Non;commerces;Oui;;282;69382
4.84105343076621;45.7619651301155;0;3044;Quai Augagneur;Quai Augagneur;Entre rue de Bonnel et rue Rabelais;Lyon 3 ème;44;19;Non;maillage (habitat dense);Oui;;283;69383
4.82888968245804;45.7620370806927;0;5006;Quai Romain Rolland;Quai Romain Rolland;Face au Palais de Justice;Lyon 5 ème;6;17;Non;Vieux Lyon;Oui;;284;69385
4.84804076774484;45.7510366647249;0;7039;Guillotière / Madeleine;Grande rue de la Guillotière;angle rue de la Madeleine;Lyon 7 ème;39;10;Non;maillage;Oui;;285;69387
4.82894479885894;45.764685782659;0;5009;Place Fousseret;Quai Romain Rolland / angle quai de Bondy;Place Fousseret;Lyon 5 ème;9;16;Non;Vieux Lyon;Oui;;286;69385
4.82837438013951;45.756808487617;0;2011;Sala / Rue du Plat;25 Rue du Plat;Face faculté catholique;Lyon 2 ème;11;15;Non;faculté catholique;Oui;;287;69382
4.80704036653684;45.7785542406456;0;9022;Rue Masaryk / Saint Cyr;rue Masaryk;angle rue Chinard/rue de Saint Cyr;Lyon 9 ème;22;13;Non;maillage;Oui;;288;69389
4.84488125913851;45.7773793166442;0;6002;Porte des Enfants du Rhône;Place Leclerc;Le long des grilles côté ouest de la port;Lyon 6 ème;2;29;Non;Parc de la Tête d'Or;Oui;;289;69386
4.8355253578886;45.7640723503116;0;2030;République / Poulaillerie;20 rue de la Poulaillerie;Angle Poulaillerie / République;Lyon 2 ème;30;22;Non;commerces, palais de la bourse;Oui;;290;69382
4.81530487624088;45.7571957535012;0;5001;Place Varillon (funiculaire St Just);Rue de Trion;;Lyon 5 ème;1;23;Oui;Métro Saint Just, habitations, commerces;Oui;;291;69385
4.83384102171215;45.7567664047355;0;2008;Place Antonin Poncet;Place Antonin Poncet;Devant la librairie Privat;Lyon 2 ème;8;18;Non;métro A D, poste centrale, commerces;Oui;;292;69382
4.79661217888942;45.7565273368784;0;5002;Place des Compagnons de la chanson;Place des Compagnons de la chanson;angle des Aqueducs;Lyon 5 ème;2;18;Oui;funiculaire, coeur quartier;Oui;;293;69385
4.82779325589658;45.730080394459;0;7046;Place de l'Ecole;19 rue de Saint-Cloud;côté place de l'école;Lyon 7 ème;46;28;Non;ENS Science;Oui;;294;69387
4.8254218239837;45.7759230179441;0;4009;Jacquart / Denfert-Rochereau;Rue Denfert-Rochereau;angle rue Jacquart;Lyon 4 ème;9;14;Oui;maillage;Oui;;295;69384
4.842416784717;45.7693820661356;0;6022;Place Maréchal Lyautey;5-6, Place Maréchal Lyautey;;Lyon 6 ème;22;20;Non;;Oui;;296;69386
4.82519257109699;45.7740460473114;0;4021;Tabareau;Rue Tabareau;angle boulevard de la Croix-Rousse;Lyon 4 ème;21;10;Oui;IUFM;Oui;;297;69384
4.84473189285044;45.7657655924629;0;6005;Place Edgar Quinet;Place Edgar Quinet;Devant le lycée;Lyon 6 ème;5;20;Non;coeur quartier;Oui;;298;69386
4.85388085612192;45.7588154948925;0;3058;Place du Lac;Place du Lac;face à la Poste;Lyon 3 ème;58;19;Non;;Oui;;299;69383
4.86927824448366;45.7594730296359;0;3021;Place de la Ferrandière;Place de la Ferrandière;Intersection Ferrandière/Jasseron;Lyon 3 ème;21;20;Non;maillage;Non;;300;69383
4.83539920228165;45.7593809563465;0;2026;République / Paufique;rue du Professeur Paufique;Angle rue de la République;Lyon 2 ème;26;39;Non;commerces;Non;;301;69382
4.84222758702112;45.7593422663364;0;3016;Liberté / Part Dieu;Cours de la Liberté;angle rue de la Part-Dieu;Lyon 3 ème;16;18;Non;tram, commerces, itinéraire cyclable;Oui;;302;69383
4.84804242610368;45.7537858652436;0;3005;Saxe-Gambetta;Place Victor Basch;;Lyon 3 ème;5;20;Non;métro B D;Oui;;303;69383
4.87890312617537;45.743441684171;0;3007;Place d'Arsonval;Place d'Arsonval;A côté du stand de fleurs;Lyon 3 ème;7;32;Non;hôpital Herriot, métro D, tram, fac de pharmacie;Oui;;304;69383
4.85558284913296;45.7511315804623;0;3053;Gambetta / Jusserand;Avenue Jules Jusserand;angle cours Gambetta;Lyon 3 ème;53;13;Non;bureaux, itinéraire cyclable;Oui;;305;69383
4.84137796431903;45.7530098082402;0;7014;Marseille / Félissent;rue Félissent;angle rue de Marseille;Lyon 7 ème;14;15;Non;maillage;Oui;;306;69387
4.84993054607575;45.7640576127189;0;6040;Les Halles;149 rue Boileau;;Lyon 6 ème;40;15;Non;;Oui;;307;69386
4.80331174456567;45.777295537372;0;9006;Théâtre Nouvelle Génération;rue Tissot face 2;angle rue de Bourgogne;Lyon 9 ème;6;16;Non;maillage;Oui;;308;69389
4.86154177936425;45.7485395662599;0;8001;Université Lyon III;5 au 7 rue du Professeur Rollet;Devant entrée principale université Lyon 3;Lyon 8 ème;1;26;Non;Université Lyon 3;Oui;;309;69388
4.87973693061656;45.7413737377966;0;8030;Laënnec;rue Nungesser et Coli;angle avenue Laënnec;Lyon 8 ème;30;16;Non;fac, tram;Oui;;310;69388
4.8437386077807;45.7548668914179;0;7001;Place Gabriel Péri;Place Gabriel Péri;En face du mur peint, devant la Poste;Lyon 7 ème;1;20;Non;métro D, tram, coeur quartier, commerces;Oui;;311;69387
4.85253471280619;45.7518022143478;0;7003;Gambetta / Garibaldi;Cours Gambetta;Prolongement rue Rachais;Lyon 7 ème;3;30;Non;métro D;Oui;;312;69387
4.83114568967281;45.7274890929546;0;7006;Gerland;Face 321, Avenue Jean Jaurès;Au niveau du square Galtier;Lyon 7 ème;6;40;Non;Métro B, Stade de Gerland;Oui;;313;69387
4.84113933935133;45.7668296196243;0;6023;Quai Sarrail;Place Liautey;angle rue de Sèze;Lyon 6 ème;23;14;Non;Parc du Rhône;Oui;;314;69386
4.85677966747709;45.770732560549;0;6024;Tronchet / Anatole France;Rue Tronchet;angle rue Anatole France;Lyon 6 ème;24;10;Non;Lycée du Parc, piscine Tronchet;Oui;;315;69386
4.83604918965423;45.7473577623064;0;7010;Centre Berthelot;rue Pasteur;angle avenue Berthelot;Lyon 7 ème;10;20;Non;tram, cinéma;Oui;;316;69387
4.8423789965279;45.7465250656669;0;7004;Mairie du 7ème;place Jean Macé;face à la Mairie;Lyon 7 ème;4;30;Non;métro B, tram, future halte TER, coeur quartier, mairie;Oui;;317;69387
4.83813843834042;45.7298058652088;0;7021;Challemel Lacour / Gerland;rue de Gerland;angle rue Challemel Lacour;Lyon 7 ème;21;12;Non;maillage;Oui;;318;69387
4.81437377940006;45.7873840849558;0;9013;Quai Paul Sédaillan;Quai Paul Sédallan;;Lyon 9 ème;13;20;Non;pôle d'activité (Cegid, Infogrammes);Oui;;319;69389
4.83689574142056;45.7658113822041;0;1012;Ampère / Bourse;Rue de la Bourse;Long du Collège-Lycée Ampère;Lyon 1 er;12;20;Non;Lycée Ampère et rue de la Bourse, Métro A;Oui;;320;69381
