X;Y;Z;idstation;nom;adresse1;adresse2;commune;numdansarr;nbbornette;stationbon;pole;ouverte;achevement;gid;code_insee
4.83174125171842;45.7680236126547;0;1031;Place de la Paix;Place de la Paix;En face de la poste;Lyon 1 er;31;20;Non;Opéra, métro A, mairie centrale;Oui;;321;69381
4.8521404034164;45.7838816142831;0;6036;Musée d'art contemporain;Proximité Musée d'art contemporain;;Lyon 6 ème;36;23;Non;Cinémas, Cité internationale, Musée d'art contemporain, parc;Oui;;322;69386
4.8534921297062;45.7643336975612;0;6028;Récamier / Tête d'Or;Rue Récamier;angle rue Tête d'Or;Lyon 6 ème;28;16;Non;maillage;Oui;;323;69386
4.86828425933323;45.7297456005848;0;8006;Place 8 mai 1945;rue Professeur Beauvisage;angle avenue des Etats-Unis;Lyon 8 ème;6;20;Non;coeur quartier, itinéraires cyclables;Oui;;324;69388
4.80781372226459;45.7730995725331;0;9029;Saint Pierre de Vaise;Place Vanderpol;angle rue St Pierre de Vaise;Lyon 9 ème;29;15;Non;coeur de quartier;Oui;;325;69389
4.8328399154362;45.7814920298455;0;4011;Place Jean Ambre;Place Jean Ambre;Angle grande rue de la Croix Rousse;Lyon 4 ème;11;20;Oui;Théâtre, coeur quartier, hôpital;Oui;;326;69384
4.82826728262269;45.7530437074095;0;2003;Place Ampère;rue Bourgelat;angle rue Henry 4;Lyon 2 ème;3;10;Non;métro A, coeur quartier, commerces;Oui;;327;69382
4.80566601141478;45.7742408280788;0;9002;Mairie du 9e;rue du Bourbonnais;sur le côté de la mairie;Lyon 9 ème;2;22;Non;mairie, coeur quartier, métro D;Oui;;328;69389
4.84448236134229;45.7466859287141;0;7041;Domer / Chevreul;rue Domer;angle rue Chevreuil;Lyon 7 ème;41;12;Non;MJC du 7e, itinéraire cyclable;Oui;;329;69387
4.82947495889409;45.7760929786525;0;4017;Place des tapis;Boulevard des Canuts;angle boulevard de la Croix-Rousse;Lyon 4 ème;17;17;Oui;coeur de quartier;Oui;;330;69384
4.85299655686574;45.7356139906482;0;8011;Place Lebret;Place Lebret;côté route de Vienne;Lyon 8 ème;11;14;Non;coeur quartier;Oui;;331;69388
4.86750421313508;45.7742151784181;0;10007;Piaton / Condorcet;Avenue Piaton;Angle rue Condorcet;VILLEURBANNE;7;10;Non;centre quartier, itinéraire cyclable;Oui;;332;69266
4.82969004216113;45.7295009904289;0;7012;Place des Pavillons;Place des Pavillons;Devant la Bibliothèque;Lyon 7 ème;12;13;Non;ENS Sciences, coeur quartier;Oui;;333;69387
4.85999116099569;45.7797016132489;0;10005;Bd du 11 novembre;Boulevard du 11 novembre 1918;Entrée parc;VILLEURBANNE;5;35;Non;Parc Tête d'Or, itinéraire cyclable;Oui;;334;69266
4.83758552177112;45.7377948262607;0;7009;Jean Jaurès;avenue Jean Jaurès;Angle rue Fourcade;Lyon 7 ème;9;16;Non;métro B;Oui;;335;69387
4.85412407271076;45.7854214249624;0;6035;Cité Internationale;Quai Charles de Gaulle;Face parvis palais des congrés;Lyon 6 ème;35;21;Non;Cinéma, casino, palais des congrés;Oui;;336;69386
4.84727526799871;45.7437195253427;0;7011;Berthelot / Garibaldi;rue Garibaldi;angle avenue Berthelot;Lyon 7 ème;11;10;Non;tram, itinéraires cyclables;Oui;;337;69387
4.84997134280348;45.770856268343;0;6021;Garibaldi;rue Garibaldi;angle rue Grillon;Lyon 6 ème;21;11;Non;commerces (ATAC);Oui;;338;69386
4.84934398081673;45.7823061128328;0;6037;Cité Internationale / Interpol;Allée A. Lignon;Au niveau de l'arrêt de bus Interpol;Lyon 6 ème;37;27;Non;Interpol, habitations, parc;Oui;;339;69386
4.86269879238236;45.7382725902589;0;8034;Berthelot / Villon;rue Villon face 98;angle rue Berthelot;Lyon 8 ème;34;13;Non;tram;Oui;;340;69388
4.84838234596466;45.7745269721979;0;6020;Musée Guimet;Boulevard des Belges;angle rue Morellet;Lyon 6 ème;20;15;Non;musée Guimet, itinéraire cyclable;Oui;;341;69386
4.83635351449888;45.7513315688755;0;7002;Universités Lyon III / Lyon II;Quai Claude Bernard;Entre Pont de l'université et rue Chevreul;Lyon 7 ème;2;29;Non;Université Lyon 2 et Lyon 3;Oui;;342;69387
4.84764466383356;45.7489989567957;0;7016;Place Saint Louis;rue de la Madeleine;angle rue Béguin;Lyon 7 ème;16;15;Non;Coeur quartier, itinéraire cyclable;Oui;;343;69387
4.84156547149102;45.7648582723532;0;6032;Préfecture / Sarrail;Quai Général Sarrail face 4;angle rue Vauban;Lyon 6 ème;32;20;Non;;Oui;;344;69386
4.88373682621306;45.7362404944941;0;8040;Ambroise Paré;Boulevard Ambroise Paré;;Lyon 8 ème;40;24;Non;Services et habitat;Oui;;345;69388
4.83630103042172;45.7675408025158;0;1002;Opéra;Angle Place de la comédie, rue Joseph Serlin;;Lyon 1 er;2;22;Non;Opéra, métro, mairie centrale;Oui;;346;69381
4.86991609151009;45.7365749445623;0;8009;Jean XXIII / Mermoz;place du 11 novembre 1918;;Lyon 8 ème;9;20;Non;tram;Oui;;347;69388
4.82393218241695;45.7312497807651;0;7013;Halle Tony Garnier;Avenue Tony Garnier;;Lyon 7 ème;13;20;Non;Halle Tony Garnier;Oui;;348;69387
4.83936546384035;45.7509333904299;0;7035;Marseille / Université;8 rue de l'Université;angle rue de Marseille;Lyon 7 ème;35;29;Non;tram;Oui;;349;69387
